,country,year,cpi,dyn_gdp,dyn_gdp_china,dyn_GDP_US,interest_rate_US,oil_yoy,dyn_consum,diff_priv_credit_gdp,net_lending,public_debt,interest_on_debt,overvaluation,ca_balance,dyn_fix_cap_form,dyn_export_share,diff_unempl,dyn_prod_dol,VIX,GDP_per_cap,developed,crisis_next_year,crisis_next_period,crisis_first_year
Luxembourg.Luxembourg.1121,Luxembourg,2012,2.664199548,-0.35251936,7.85626211,2.224030854,1.8025,-1.662828606,0.181012644,0.889675198,0.348,21.72,-0.985267035,17.17376,5.874,7.439646369,-2.544022175,0.433,-4.68763299,15.24,89.50515896,1,0,0,0
Luxembourg.Luxembourg.1122,Luxembourg,2013,1.734030794,3.654370385,7.757635146,1.67733153,2.350833,-4.101196774,-3.261094903,2.170298511,0.968,23.391,-0.692574067,20.98991,5.555,2.012458252,8.322085237,0.727,1.600250039,14.32,90.65638042,1,0,0,0
Luxembourg.Luxembourg.1123,Luxembourg,2014,0.629749069,5.771915882,7.297665959,2.370457671,2.540833,-10.3921701,-5.932452825,0.208341904,1.383,22.43,-1.074453856,20.8935,5.025,4.809253835,15.09425743,0.255,1.816312091,17.76,93.65533416,1,0,0,0
Luxembourg.Luxembourg.1124,Luxembourg,2015,0.474513795,2.861674636,6.900204817,2.861587025,2.135833,-47.11797688,-2.065366886,3.73668167,1.418,21.617,-0.948327705,0.5207,5.128,-5.300555717,4.600360366,-0.3,2.105903782,22.48,94.08859223,1,0,0,0
Luxembourg.Luxembourg.1125,Luxembourg,2016,0.299166667,3.082643316,6.689349894,1.485279193,1.841667,-18.03424419,2.025900196,7.026000259,1.557,20.023,-0.933925985,-1.4859,4.707,1.185091466,3.103950095,-0.421,4.648695263,14.07,94.76497477,1,0,0,0
Malaysia.Malaysia.1150,Malaysia,1992,4.7672283,8.885115936,14.21616358,3.555396148,7.01,-6.234760764,-5.922453761,34.76884899,-0.641,59.949,3.84827103,-59.21304868,-3.412,12.34580467,4.373010095,-0.627,5.755508508,12.96,11.94076436,0,0,0,0
Malaysia.Malaysia.1151,Malaysia,1993,3.536585366,9.894946828,13.86757602,2.745856719,5.873333,-14.71207294,-7.632700605,-2.069515515,1.439,51.861,4.510132855,-59.01472168,-4.164,21.28245547,21.04687916,-0.692,6.139245199,11.28,12.79769308,0,0,0,0
Malaysia.Malaysia.1152,Malaysia,1994,3.724970554,9.212042786,13.05215872,4.037643425,7.08,-9.128279658,-4.084309647,2.75731754,3.595,44.344,2.988002887,-59.07412512,-5.651,17.5194586,13.82673203,-0.079,6.238211666,14.09,13.63262274,0,0,0,0
Malaysia.Malaysia.1153,Malaysia,1995,3.450575096,9.82908212,10.94922737,2.718975789,6.58,4.617729855,-3.936391948,15.1969701,1.538,38.708,5.753332644,-56.47667359,-9.061,23.26731415,6.029785887,0.196,6.983166754,13.39,14.60096321,0,0,0,0
Malaysia.Malaysia.1154,Malaysia,1996,3.488559459,10.00270109,9.928372463,3.795881229,6.438334,17.97661048,-7.358287798,17.21958448,1.876,33.235,5.74093576,-55.88134467,-4.12,11.19762393,5.733403653,-0.627,6.170866626,21.540001,15.6582819,0,0,0,0
Malaysia.Malaysia.1155,Malaysia,1997,2.662514597,7.322742952,9.230769231,4.487026493,6.3525,-9.696625193,-4.800145876,16.75075023,3.701,30.041,5.289437768,-59.83210055,-5.518,12.67702295,-2.351108789,-0.071,4.046543939,24.34,16.38253805,0,0,0,0
Malaysia.Malaysia.1156,Malaysia,1998,5.270342003,-7.359415381,7.837613919,4.449910963,5.264167,-34.42148155,-15.52595355,0.119771582,-0.636,34.114,5.000879404,-69.11610129,12.294,-37.4602861,-9.461235929,0.78,-9.99833083,25.379999,14.8006811,0,0,0,0
Malaysia.Malaysia.1157,Malaysia,1999,2.744561302,6.137609886,7.667486171,4.685199608,5.636667,38.26861305,-0.000419982,-9.352829909,-3.045,34.851,4.499153539,-68.55263158,14.829,-13.34658209,10.8927987,0.2,3.196092977,24.360001,15.33271506,0,0,0,0
Malaysia.Malaysia.1158,Malaysia,2000,1.534740237,8.858868086,8.491508492,4.092176449,6.029167,53.41485013,-3.329250144,-14.15213533,-6.138,32.881,4.598400292,-66.47368421,8.427,36.90709436,5.392895321,-0.325,5.277661295,27.93,16.30996799,0,0,0,0
Malaysia.Malaysia.1159,Malaysia,2001,1.416784732,0.517675306,8.33991055,0.975981834,5.0175,-16.59167139,7.105118361,-5.898478348,-4.423,38.505,3.768341774,-67.73684211,7.313,-1.731731399,-5.996436065,0.575,-1.638784568,23.780001,16.03931132,0,0,0,0
Malaysia.Malaysia.1160,Malaysia,2002,1.807872463,5.390988339,9.130645945,1.786127687,4.610833,0.776871746,-5.37170165,-7.273712733,-4.016,40.094,4.065446201,-67.23684211,6.639,1.597426056,1.600642966,-0.2,2.580122643,28.74,16.55478265,0,0,0,0
Malaysia.Malaysia.1161,Malaysia,2003,0.992816208,5.788499277,10.03560303,2.806775956,4.015,12.64833022,-4.125093869,-2.853513965,-4.662,41.981,0.235820967,-66.81578947,11.307,4.299127729,-7.082190625,0.125,3.113016016,17.959999,17.16554876,0,0,0,0
Malaysia.Malaysia.1162,Malaysia,2004,1.518542199,6.783437723,10.11122346,3.78574285,4.274167,29.28029934,-6.89384194,-7.036779863,-3.401,42.556,1.033931761,-65.76315789,11.256,5.829711071,0.620984312,-0.05,3.877707285,13.39,17.97652558,0,0,0,0
Malaysia.Malaysia.1163,Malaysia,2005,2.960865088,5.332139139,11.39577594,3.345216063,4.29,37.81374126,-7.747775132,-5.41293711,-2.995,41.357,3.416592113,-65.03913513,13.959,22.0473947,-1.012362186,0,2.479861001,12.25,18.57694909,0,0,0,0
Malaysia.Malaysia.1164,Malaysia,2006,3.609235642,5.584847075,12.71947902,2.666625826,4.791667,15.75027412,-3.505019336,-2.860427829,-2.639,40.225,2.418893723,-63.57863824,15.58,8.072618095,-2.290654204,-0.225,3.046650226,12.16,19.25118818,0,0,0,0
Malaysia.Malaysia.1165,Malaysia,2007,2.027353178,9.427665099,14.23138804,1.77857024,4.629167,8.044198843,-0.038289604,-2.083928919,-2.608,39.907,1.776630666,-60.29171056,14.872,13.76923312,-3.111912191,-0.1,7.015007229,22.58,20.68455099,0,0,0,0
Malaysia.Malaysia.1166,Malaysia,2008,5.440782211,3.319594256,9.654289373,-0.291621459,3.666667,29.38395926,-11.60082924,-4.831695998,-3.453,39.92,3.459418838,-55.72320759,16.526,6.250173884,-1.800159054,0.1,1.844949683,39.580002,20.98870033,0,0,0,0
Malaysia.Malaysia.1167,Malaysia,2009,0.583308406,-2.525825691,9.399813171,-2.775529574,3.256667,-36.3623035,15.01943112,14.85853231,-6.52,51.124,3.0494484,-60.90228793,15.04,-1.086907185,-0.091294321,0.35,-5.036596523,21.68,20.09222243,0,0,0,0
Malaysia.Malaysia.1168,Malaysia,2010,1.710037175,6.980956773,10.63614046,2.531920616,3.214167,26.82183584,-8.537487743,-4.484158894,-4.527,51.94,3.047747401,-56.13281984,10.082,17.63792832,0.591401518,-0.65,3.911556433,17.940001,21.10726794,0,0,0,0
Malaysia.Malaysia.1169,Malaysia,2011,3.2,5.29391284,9.536443008,1.601454672,2.785833,35.66956255,-5.427452283,1.303184131,-3.618,52.636,3.049243864,-52.32030835,10.894,9.744861416,-3.481152814,0.05,0.435770247,22.950001,21.81887569,0,0,0,0
Malaysia.Malaysia.1170,Malaysia,2012,1.647286822,5.473454192,7.85626211,2.224030854,1.8025,-1.662828606,2.484429386,5.698710614,-3.755,54.552,3.237278193,-53.1533413,5.166,21.80063387,-3.31231675,-0.15,0.978536811,15.24,22.59079152,0,0,0,0
Malaysia.Malaysia.1171,Malaysia,2013,2.097235462,4.69372252,7.757635146,1.67733153,2.350833,-4.101196774,4.167053336,5.775164299,-4.055,56.447,3.337644162,-54.7114752,3.484,9.481089375,-4.637190357,0.375,-0.237692554,14.32,23.22418844,0,0,0,0
Malaysia.Malaysia.1172,Malaysia,2014,3.174603175,6.00672195,7.297665959,2.370457671,2.540833,-10.3921701,-1.261901058,0.676333059,-2.666,56.16,3.383190883,-56.12399824,4.388,6.56064724,0.073213122,-0.45,2.712485682,17.76,24.19463391,0,0,0,0
Malaysia.Malaysia.1173,Malaysia,2015,2.081447964,5.028006349,6.900204817,2.861587025,2.135833,-47.11797688,3.584948975,4.634705378,-2.849,57.916,2.831687271,-63.7690461,3.037,5.305278834,-5.819775703,0.3,2.440112415,22.48,25.00161267,0,0,0,0
Malaysia.Malaysia.1174,Malaysia,2016,2.127659574,4.21985132,6.689349894,1.485279193,1.841667,-18.03424419,-0.527091966,-1.303752956,-3.028,56.221,3.052240266,-65.64858443,2.359,4.674530796,-1.942949338,0.3,2.573593451,14.07,25.66888436,0,0,0,0
Mexico.Mexico.1203,Mexico,1996,34.37765819,5.874766683,9.928372463,3.795881229,6.438334,17.97661048,-22.41600856,-8.639722213,-5.185,46.52,16.68099742,-57.58902721,-0.645,50.07487652,17.26979114,-0.78,1.44913441,21.540001,13.1840094,0,0,0,0
Mexico.Mexico.1204,Mexico,1997,20.62648433,6.962888801,9.230769231,4.487026493,6.3525,-9.696625193,-13.40073238,6.405693479,-5.584,42.95,17.16181607,-52.92013851,-1.615,35.28644363,10.34756854,-1.72,0.86281277,24.34,13.87088888,0,0,1,0
Mexico.Mexico.1205,Mexico,1998,15.92799503,4.701842416,7.837613919,4.449910963,5.264167,-34.42148155,-13.31469972,-2.213381566,-5.626,44.056,13.00390412,-53.13068704,-3.189,34.52608769,7.80694085,-0.57,2.205113582,25.379999,14.29679512,0,1,1,0
Mexico.Mexico.1206,Mexico,1999,16.58560509,2.667013147,7.667486171,4.685199608,5.636667,38.26861305,-15.07171011,-2.985269895,-5.532,46.638,13.48256786,-48.63184298,-2.437,23.97252883,10.19917959,-0.66,0.669580582,24.360001,14.4616361,0,1,0,0
Mexico.Mexico.1207,Mexico,2000,9.495019139,5.296473838,8.491508492,4.092176449,6.029167,53.41485013,-9.971930842,-1.353662295,-3.023,42.098,9.667917716,-43.60988731,-2.762,20.03597988,9.561704607,-0.3,3.515011547,27.93,15.0151523,0,0,0,0
Mexico.Mexico.1208,Mexico,2001,6.362500348,-0.60549239,8.33991055,0.975981834,5.0175,-16.59167139,-2.111338859,-2.127241309,-3.047,40.837,9.888091682,-40.30404583,-2.4,0.012992542,-1.639391695,0.568,-1.521574227,23.780001,14.72913226,0,0,0,0
Mexico.Mexico.1209,Mexico,2002,5.031089531,0.131917169,9.130645945,1.786127687,4.610833,0.776871746,-3.848704069,2.053083362,-3.306,42.839,7.514181003,-39.53992138,-1.771,-0.513138726,-3.243689365,0.21,-1.640235614,28.74,14.56645335,0,0,0,0
Mexico.Mexico.1210,Mexico,2003,4.548137924,1.422671242,10.03560303,2.806775956,4.015,12.64833022,-7.996239892,0.214658857,-2.316,44.747,6.849621204,-44.88841008,-0.781,17.86483554,-12.1109481,0.422,0.557398194,17.959999,14.59400212,0,0,0,0
Mexico.Mexico.1211,Mexico,2004,4.688282872,4.295714251,10.11122346,3.78574285,4.274167,29.28029934,-7.427572585,-0.707869906,-1.246,40.845,7.06328804,-44.47086204,-0.726,16.05400573,-6.244944889,0.519,0.856658573,13.39,15.02814141,0,0,0,0
Mexico.Mexico.1212,Mexico,2005,3.988060736,3.032573659,11.39577594,3.345216063,4.29,37.81374126,-5.0619482,1.212784643,-1.232,39.019,7.337450985,-41.2730444,-0.889,9.132833138,0.143967002,-0.441,0.372456395,12.25,15.273097,0,0,0,0
Mexico.Mexico.1213,Mexico,2006,3.629463226,4.944514348,12.71947902,2.666625826,4.791667,15.75027412,-7.537672793,3.178263809,-0.97,37.752,7.236702691,-39.43615343,-0.333,15.38655094,0.418752151,0.05,1.39831659,12.16,15.7924009,0,0,0,0
Mexico.Mexico.1214,Mexico,2007,3.966849629,3.204123017,14.23138804,1.77857024,4.629167,8.044198843,-4.219123241,2.195558015,-1.15,37.534,6.980337827,-38.27890098,-0.931,9.647098143,-6.501867194,0.082,0.749765698,22.58,16.04425262,0,0,1,0
Mexico.Mexico.1215,Mexico,2008,5.124981692,1.40029037,9.654289373,-0.291621459,3.666667,29.38395926,-6.597022929,-0.756160308,-0.819,42.827,5.856118804,-36.99749769,-1.53,11.47304587,-6.741757522,0.277,-0.248062016,39.580002,16.00763213,0,1,1,0
Mexico.Mexico.1216,Mexico,2009,5.297357127,-4.700338863,9.399813171,-2.775529574,3.256667,-36.3623035,-3.957595137,1.946107233,-4.957,43.924,6.14015117,-46.67544803,-0.963,-3.73444453,-1.387134772,1.441,-5.306629957,21.68,15.01175175,0,1,1,0
Mexico.Mexico.1217,Mexico,2010,4.156727837,5.11019849,10.63614046,2.531920616,3.214167,26.82183584,-2.98718315,0.694093048,-3.915,42.229,5.99824765,-41.1364744,-0.536,3.010566522,7.899088926,-0.055,3.01538173,17.940001,15.53494563,0,1,1,0
Mexico.Mexico.1218,Mexico,2011,3.407379617,4.044613879,9.536443008,1.601454672,2.785833,35.66956255,-5.126325418,1.272443878,-3.394,43.199,5.52559087,-38.23714666,-1.129,12.70503663,-1.77005108,-0.101,1.584194474,22.950001,15.92289816,0,1,1,0
Mexico.Mexico.1219,Mexico,2012,4.111508546,4.018173869,7.85626211,2.224030854,1.8025,-1.662828606,-4.845771704,1.616857091,-3.772,43.171,7.129786199,-40.93151136,-1.329,10.30013469,4.20027588,-0.282,0.43916648,15.24,16.32442937,0,1,1,0
Mexico.Mexico.1220,Mexico,2013,3.806389823,1.360077144,7.757635146,1.67733153,2.350833,-4.101196774,-0.539525986,2.937775887,-3.744,46.352,6.556351398,-39.00716346,-2.463,-2.52485723,0.703296818,0.013,-0.321242136,14.32,16.31586272,0,1,1,0
Mexico.Mexico.1221,Mexico,2014,4.018617202,2.270073513,7.297665959,2.370457671,2.540833,-10.3921701,-4.174645604,0.319660907,-4.593,49.488,6.140882638,-39.71765927,-1.781,6.513734415,2.50915035,-0.079,1.13244707,17.76,16.45982,0,1,1,0
Mexico.Mexico.1222,Mexico,2015,2.720641263,2.649707412,6.900204817,2.861587025,2.135833,-47.11797688,-3.970891011,3.079425802,-4.094,53.673,5.554002944,-48.44231125,-2.504,13.26759571,8.378340785,-0.474,-0.048685492,22.48,16.67191198,0,1,1,0
Mexico.Mexico.1223,Mexico,2016,2.821350646,2.285861324,6.689349894,1.485279193,1.841667,-18.03424419,-4.752222896,2.303289934,-2.85,58.434,5.741520348,-54.77939551,-2.194,8.861719048,0.959602599,-0.467,0.075277864,14.07,16.83246304,0,1,1,0
Morocco.Morocco.1252,Morocco,1996,2.986809228,12.37287628,9.928372463,3.795881229,6.438334,17.97661048,-0.093242069,-0.791766756,0.939,70.706,6.498741267,-51.65144524,-1.516,2.760578892,1.758794958,-0.5,4.532415376,21.540001,4.337143266,0,0,0,0
Morocco.Morocco.1253,Morocco,1997,1.038198951,-1.560702356,9.230769231,4.487026493,6.3525,-9.696625193,-3.527750176,14.29214019,1.622,73.542,6.261727992,-56.19866402,-2.049,3.439414772,-3.933889347,-0.1,-5.858946213,24.34,4.212621511,0,0,0,0
Morocco.Morocco.1254,Morocco,1998,2.753113308,7.23855269,7.837613919,4.449910963,5.264167,-34.42148155,-2.153591945,1.218919945,1.591,69.824,6.364573786,-56.85318012,-2.212,14.60135675,5.641523252,-0.2,8.060049555,25.379999,4.460469675,0,0,0,0
Morocco.Morocco.1255,Morocco,1999,0.684782609,1.081332562,7.667486171,4.685199608,5.636667,38.26861305,0.18256897,3.531821641,3.469,68.572,6.283905967,-58.13112505,-2.419,10.16570377,3.255270622,-1.258,-7.418397626,24.360001,4.453466601,0,0,0,0
Morocco.Morocco.1256,Morocco,2000,1.894634568,1.912872981,8.491508492,4.092176449,6.029167,53.41485013,2.237741667,3.067886388,-2.136,70.192,6.459425576,-62.50577436,-3.692,3.925832795,-10.49052361,-0.547,-0.815850816,27.93,4.483808406,0,0,0,0
Morocco.Morocco.1257,Morocco,2001,0.619801875,7.319967454,8.33991055,0.975981834,5.0175,-16.59167139,-7.305176136,-5.996860899,-4.102,65.404,6.429270381,-65.31886517,2.019,3.541017191,10.27587558,-1.139,4.068742656,23.780001,4.754192333,0,0,0,0
Morocco.Morocco.1258,Morocco,2002,2.795619669,3.121449656,9.130645945,1.786127687,4.610833,0.776871746,-0.594071457,-1.080430677,-4.728,64.253,5.652654351,-64.53908217,0.976,6.281463603,4.556958938,-0.922,0.733944954,28.74,4.843989892,0,0,0,0
Morocco.Morocco.1259,Morocco,2003,1.167733675,5.961162155,10.03560303,2.806775956,4.015,12.64833022,-2.737111201,-0.933651064,-4.053,61.609,5.54951387,-59.55875313,0.504,5.455394631,0.957293884,0.098,3.516883845,17.959999,5.0717173,0,0,0,0
Morocco.Morocco.1260,Morocco,2004,1.493444034,4.797018362,10.11122346,3.78574285,4.274167,29.28029934,-1.759559633,0.110337144,-3.586,58.906,5.546124334,-56.99151069,-0.569,11.66081366,-3.568764866,-0.636,1.340010828,13.39,5.252301097,0,0,0,0
Morocco.Morocco.1261,Morocco,2005,0.98264166,3.291639684,11.39577594,3.345216063,4.29,37.81374126,0.060652634,3.34349775,-5.904,61.642,5.063106324,-57.82293869,-0.162,9.094454106,1.119751173,0.262,2.056898624,12.25,5.361662834,0,0,0,0
Morocco.Morocco.1262,Morocco,2006,3.28476167,7.574631645,12.71947902,2.666625826,4.791667,15.75027412,-1.538673726,2.459847959,-1.948,56.783,5.387175739,-58.11534198,-1.547,11.85621927,1.188167925,-1.386,4.933909174,12.16,5.700923327,0,0,0,0
Morocco.Morocco.1263,Morocco,2007,2.042085127,3.531594152,14.23138804,1.77857024,4.629167,8.044198843,-2.286071052,9.059577973,-0.126,51.988,5.689774563,-54.61610449,-2.491,18.23387814,4.591545252,0.123,1.833374906,22.58,5.834012241,0,0,0,0
Morocco.Morocco.1264,Morocco,2008,3.707317073,5.923277686,9.654289373,-0.291621459,3.666667,29.38395926,-3.693698817,5.139631548,0.677,45.443,5.580617477,-50.82786851,-7.145,18.51010489,6.315358658,-0.227,4.605021433,39.580002,6.106845445,0,0,0,0
Morocco.Morocco.1265,Morocco,2009,0.994825964,4.243757321,9.399813171,-2.775529574,3.256667,-36.3623035,0.351305012,2.604525132,-1.763,46.126,5.051381,-52.98556553,-5.36,-3.960171343,-2.364564668,-0.473,1.84990048,21.68,6.287870644,0,0,0,0
Morocco.Morocco.1266,Morocco,2010,0.987355331,3.815717917,10.63614046,2.531920616,3.214167,26.82183584,-0.735351304,3.564468791,-4.256,48.998,4.565492469,-55.10361276,-4.374,1.498407072,-3.097149589,-0.032,1.988734337,17.940001,6.443253613,0,0,1,0
Morocco.Morocco.1267,Morocco,2011,0.92236032,5.245697297,9.536443008,1.601454672,2.785833,35.66956255,2.049074281,3.589109071,-6.575,52.547,4.232401469,-54.54812343,-7.557,7.378937041,-1.387981255,-0.151,3.302524797,22.950001,6.688402606,0,1,1,0
Morocco.Morocco.1268,Morocco,2012,1.278741213,3.009961262,7.85626211,2.224030854,1.8025,-1.662828606,1.072911622,1.185968672,-7.177,56.532,4.32498408,-57.99938257,-9.33,7.009698589,-3.887278464,0.076,2.705946536,15.24,6.791335135,0,1,1,0
Morocco.Morocco.1269,Morocco,2013,1.88750188,4.5354242,7.757635146,1.67733153,2.350833,-4.101196774,-2.071545458,-3.432912437,-5.088,61.727,4.181314498,-57.0162594,-7.614,0.038351605,-0.78303212,0.247,3.006480399,14.32,6.995938186,0,1,1,0
Morocco.Morocco.1270,Morocco,2014,0.435456491,2.669493927,7.297665959,2.370457671,2.540833,-10.3921701,-0.175592433,0.226213887,-4.848,63.339,4.373292916,-57.62720276,-5.923,-0.093672241,6.784894731,0.644,1.433580858,17.76,7.070719098,0,1,1,0
Morocco.Morocco.1271,Morocco,2015,1.557907113,4.549502042,6.900204817,2.861587025,2.135833,-47.11797688,-6.21255116,-4.117927755,-4.17,63.683,4.337107234,-63.14142125,-2.14,1.460340215,3.683496125,-0.172,3.12150483,22.48,7.285655887,0,1,1,0
Morocco.Morocco.1272,Morocco,2016,1.635311143,1.222443647,6.689349894,1.485279193,1.841667,-18.03424419,-0.869712005,-0.270042274,-4.089,64.695,4.091506299,-63.18114911,-4.379,9.504729351,5.600192454,-0.307,-0.680339184,14.07,7.265847079,0,1,1,0
Netherlands.Netherlands.1300,Netherlands,1995,1.923219722,3.116035968,10.94922737,2.718975789,6.58,4.617729855,-2.549422458,5.317902226,-8.584,73.146,5.383753042,-48.55746827,5.767,6.45610159,5.200640439,0.871,2.00124637,13.39,34.76286937,1,0,0,0
Netherlands.Netherlands.1301,Netherlands,1996,2.016666667,3.566719236,9.928372463,3.795881229,6.438334,17.97661048,0.471613569,5.568207498,-1.727,71.24,5.512352611,-51.30188133,4.823,7.253051215,-4.57163233,-0.624,1.250734879,21.540001,35.83703074,1,0,0,0
Netherlands.Netherlands.1302,Netherlands,1997,2.176171185,4.299867429,9.230769231,4.487026493,6.3525,-9.696625193,-3.079922305,5.028560643,-1.275,65.578,5.672634115,-57.56609616,6.076,8.187655371,-5.888030906,-0.98,0.576086709,24.34,37.18606045,1,0,0,0
Netherlands.Netherlands.1303,Netherlands,1998,1.985462309,4.525415041,7.837613919,4.449910963,5.264167,-34.42148155,-1.101702887,3.397992989,-0.905,62.452,5.64113239,-57.85723179,3.009,7.464795655,4.441750612,-1.156,1.452343219,25.379999,38.6299402,1,0,0,0
Netherlands.Netherlands.1304,Netherlands,1999,2.193026177,5.051693368,7.667486171,4.685199608,5.636667,38.26861305,-0.548300379,3.397992989,0.328,58.173,5.444106372,-11.0057,3.544,11.19750277,-0.574532537,-0.766,2.311906542,24.360001,40.31223648,1,0,0,0
Netherlands.Netherlands.1305,Netherlands,2000,2.316666342,4.238763069,8.491508492,4.092176449,6.029167,53.41485013,-4.233251839,3.397992989,1.88,51.35,4.897760467,-21.86344,1.754,5.612339332,-7.158084612,-0.478,0.953159932,27.93,41.72169405,1,0,0,0
Netherlands.Netherlands.1306,Netherlands,2001,4.162336858,2.124264345,8.33991055,0.975981834,5.0175,-16.59167139,-4.697990762,3.397992989,-0.348,48.684,4.451154383,-22.79928,2.298,4.204151575,2.280413667,0.077,-0.144756884,23.780001,42.28756189,1,0,0,0
Netherlands.Netherlands.1307,Netherlands,2002,3.286685765,0.103629981,9.130645945,1.786127687,4.610833,0.776871746,-2.950479285,-1.0150622,-2.078,48.172,4.068753633,-16.7872,2.359,-1.360417095,-1.04989994,0.528,-1.006112403,28.74,42.06204727,1,0,0,0
Netherlands.Netherlands.1308,Netherlands,2003,2.112538768,0.283922581,10.03560303,2.806775956,4.015,12.64833022,-2.841000341,-0.5186721,-3.013,49.306,3.616192755,-0.34128,5.213,0.182817088,4.003271762,1.168,0.806513305,17.959999,41.98292143,1,0,0,0
Netherlands.Netherlands.1309,Netherlands,2004,1.238349793,2.030706315,10.11122346,3.78574285,4.274167,29.28029934,-2.545202506,3.831992042,-1.721,49.614,3.454670053,8.09491,6.796,1.610203947,-0.266373837,0.832,2.284184166,13.39,42.68688683,1,0,0,0
Netherlands.Netherlands.1310,Netherlands,2005,1.674081313,2.160366002,11.39577594,3.345216063,4.29,37.81374126,-3.569590334,3.5220956,-0.251,48.943,3.252763419,6.86819,6.12,4.565164796,-3.850740167,0.217,1.498675146,12.25,43.50730043,1,0,0,0
Netherlands.Netherlands.1311,Netherlands,2006,1.16765306,3.518636961,12.71947902,2.666625826,4.791667,15.75027412,-6.016706064,-2.923636811,0.218,44.475,3.21079258,7.22824,7.86,9.609155306,-3.3831866,-0.868,1.554864041,12.16,44.965885,1,0,0,0
Netherlands.Netherlands.1312,Netherlands,2007,1.614180118,3.698473106,14.23138804,1.77857024,4.629167,8.044198843,-3.582750347,-0.100336519,0.222,42.376,3.150368133,16.4925,5.955,8.585694568,0.83986949,-0.853,0.984031341,22.58,46.52761839,1,0,0,0
Netherlands.Netherlands.1313,Netherlands,2008,2.486550321,1.699060778,9.654289373,-0.291621459,3.666667,29.38395926,-3.495911204,-2.151311499,0.229,54.467,2.478565003,25.60632,4.141,6.481737635,-0.093604774,-0.498,-0.28510335,39.580002,47.13430299,1,0,0,0
Netherlands.Netherlands.1314,Netherlands,2009,1.189904616,-3.767583537,9.399813171,-2.775529574,3.256667,-36.3623035,-0.103769189,6.307623303,-5.424,56.493,2.170180376,18.69748,5.815,-7.625654781,0.244391051,0.696,-3.985499847,21.68,45.12580592,1,0,0,0
Netherlands.Netherlands.1315,Netherlands,2010,1.275552568,1.402662177,10.63614046,2.531920616,3.214167,26.82183584,-2.018156366,-3.564374363,-4.972,59.34,1.9396697,12.41936,7.378,-5.248795172,-6.81232687,0.636,4.582726238,17.940001,45.52466214,1,0,0,0
Netherlands.Netherlands.1316,Netherlands,2011,2.341070178,1.663626344,9.536443008,1.601454672,2.785833,35.66956255,0.31713513,0.823918222,-4.289,61.634,2.026478892,15.8144,9.09,4.615359931,-3.231085766,-0.011,2.557557761,22.950001,46.06665241,1,0,0,0
Netherlands.Netherlands.1317,Netherlands,2012,2.455547653,-1.057037404,7.85626211,2.224030854,1.8025,-1.662828606,-1.463538673,2.32779785,-3.883,66.388,1.693077062,6.38144,10.796,-6.498366589,-3.23658849,0.848,-1.373313105,15.24,45.41135235,1,0,0,0
Netherlands.Netherlands.1318,Netherlands,2013,2.506898527,-0.1903392,7.757635146,1.67733153,2.350833,-4.101196774,-1.18749611,-3.012000305,-2.37,67.797,1.640190569,9.70106,9.862,-3.953972836,1.778108727,1.425,1.028492148,14.32,45.19148625,1,0,0,0
Netherlands.Netherlands.1319,Netherlands,2014,0.97603508,1.419690296,7.297665959,2.370457671,2.540833,-10.3921701,-0.678234702,0.721417659,-2.255,67.965,1.558154933,8.00705,8.922,2.069047965,0.216866916,0.177,1.918617958,17.76,45.66844147,1,0,0,0
Netherlands.Netherlands.1320,Netherlands,2015,0.600248147,2.260757029,6.900204817,2.861587025,2.135833,-47.11797688,-1.565188108,-4.41757925,-2.049,64.584,1.551467856,-10.01955,8.6,10.82071446,-2.253826584,-0.543,0.763545115,22.48,46.49436426,1,0,0,0
Netherlands.Netherlands.1321,Netherlands,2016,0.316666667,2.209941516,6.689349894,1.485279193,1.841667,-18.03424419,-0.993692834,-1.238638838,0.371,61.796,1.459641401,-10.89455,8.451,5.726084068,3.640151239,-1.009,1.280051163,14.07,47.30270257,1,0,0,0
Norway.Norway.1346,Norway,1992,2.342116269,3.574403308,14.21616358,3.555396148,7.01,-6.234760764,2.364889981,-0.845626614,-2.08,44.077,-7.28497856,-2.437860053,3.416,-1.216226439,-9.701752303,0.446,3.816688204,12.96,45.23284169,1,0,0,0
Norway.Norway.1347,Norway,1993,2.271488898,2.845312156,13.86757602,2.745856719,5.873333,-14.71207294,-2.627294815,-1.584280597,-1.654,52.556,-5.217292031,-14.60544547,2.921,7.337720099,-4.946629595,0.033,2.850263021,11.28,46.24377986,1,0,0,0
Norway.Norway.1348,Norway,1994,1.398554827,5.055453526,13.05215872,4.037643425,7.08,-9.128279658,-0.310509623,0.015005509,0.046,49.61,-4.259221931,-16.09026743,2.939,6.485958432,-4.117449865,-0.555,3.179725826,14.09,48.3057807,1,0,0,0
Norway.Norway.1349,Norway,1995,2.456405373,4.153950577,10.94922737,2.718975789,6.58,4.617729855,-4.162877987,1.29690122,2.994,32.07,-5.868412847,-5.621907798,3.498,6.422302051,0.453803794,-0.487,3.043335591,13.39,50.05187133,1,0,0,0
Norway.Norway.1350,Norway,1996,1.258694189,5.027995447,9.928372463,3.795881229,6.438334,17.97661048,-5.701096305,2.09604702,6.069,27.841,-5.973204985,-5.082450771,6.729,11.461683,10.39642395,-0.073,1.147096687,21.540001,52.30269134,1,0,0,0
