,country,year,cpi,dyn_gdp,dyn_gdp_china,dyn_GDP_US,interest_rate_US,oil_yoy,dyn_consum,diff_priv_credit_gdp,net_lending,public_debt,interest_on_debt,overvaluation,ca_balance,dyn_fix_cap_form,dyn_export_share,diff_unempl,dyn_prod_dol,VIX,GDP_per_cap,developed,crisis_next_year,crisis_next_period,crisis_first_year
Albania.Albania.28,Albania,1997,33.18027438,-10.83785574,9.230769231,4.487026493,6.3525,-9.696625193,-7.51533207,0.658130045,-11.902,72.194,7.58788819,-76.13623583,-13.047,-3.193132833,-40.09319376,2.6,-12.61538462,24.34,4.214331719,0,1,0,0
Albania.Albania.29,Albania,1998,20.64285887,9.00885254,7.837613919,4.449910963,5.264167,-34.42148155,-9.041649652,-0.100900439,-9.926,71.184,12.73179366,-75.08785129,-6.944,21.27289329,29.07902332,2.8,8.118153365,25.379999,4.622997404,0,0,1,0
Albania.Albania.30,Albania,1999,0.389437654,13.50117338,7.667486171,4.685199608,5.636667,38.26861305,-11.1666965,0.22267853,-8.841,68.183,11.31073728,-72.592897,-1.946,26.0008958,77.48672953,0.7,13.49737652,24.360001,5.280494746,0,1,0,0
Albania.Albania.31,Albania,2000,0.050018136,6.666620499,8.491508492,4.092176449,6.029167,53.41485013,-8.94816543,0.783225204,-7.772,63.769,9.252144459,-72.87512475,-7.07,53.12326308,8.201822151,-1.6,5.308464849,27.93,5.668539223,0,0,0,0
Albania.Albania.32,Albania,2001,3.10758827,7.940331425,8.33991055,0.975981834,5.0175,-16.59167139,-12.02911751,1.246860355,-6.837,60.613,6.916008117,-72.42565707,-6.315,34.82030831,18.9339184,-0.36,7.841356343,23.780001,6.176331939,0,0,0,0
Albania.Albania.33,Albania,2002,7.770525834,4.231371018,9.130645945,1.786127687,4.610833,0.776871746,2.887085664,0.429822703,-6.212,64.097,6.329469398,-71.1832332,-10.174,5.470190576,10.66358104,-0.689,2.470522179,28.74,6.457009522,0,0,0,0
Albania.Albania.34,Albania,2003,0.484002612,5.773490561,10.03560303,2.806775956,4.015,12.64833022,-7.984309128,1.128291965,-5.006,60.245,7.303510665,-65.81660181,-7.695,19.02361837,15.89278133,-0.751,5.315068493,17.959999,6.855405877,0,0,0,0
Albania.Albania.35,Albania,2004,2.280019169,5.709556596,10.11122346,3.78574285,4.274167,29.28029934,-1.180122284,2.001993059,-5.163,57.474,6.703900894,-59.31019735,-5.849,-0.549082899,13.25382902,-0.6,5.476066597,13.39,7.277169264,0,0,0,0
Albania.Albania.36,Albania,2005,2.366581957,5.720819947,11.39577594,3.345216063,4.29,37.81374126,0.847058411,5.714169765,-3.458,58.203,5.561568991,-58.08862186,-9.114,7.865872129,1.810852809,-0.3,5.623381428,12.25,7.73295843,0,0,0,0
Albania.Albania.37,Albania,2006,2.370728319,5.431012739,12.71947902,2.666625826,4.791667,15.75027412,-5.575598971,6.90963083,-3.263,56.688,5.053979678,-57.58046131,-6.111,14.11230064,4.46084155,-0.3,5.078809107,12.16,8.204536785,0,0,0,0
Albania.Albania.38,Albania,2007,2.932682482,5.9,14.23138804,1.77857024,4.629167,8.044198843,0.970938344,7.790580343,-3.179,53.55,4.937441643,-53.2058105,-10.661,8.775089391,15.34398848,-0.4,4.388888889,22.58,8.754514603,0,0,0,0
Albania.Albania.39,Albania,2008,3.359242418,3.760853683,9.654289373,-0.291621459,3.666667,29.38395926,-3.743425146,5.476303502,-4.884,55.14,5.253899166,-48.49609166,-15.764,-1.918443931,-4.70992889,-0.3,8.685470995,39.580002,9.153730792,0,0,0,0
Albania.Albania.40,Albania,2009,2.280502222,3.352610243,9.399813171,-2.775529574,3.256667,-36.3623035,-4.472330058,1.477656193,-6.586,59.666,5.317936513,-53.75671778,-15.95,1.986223049,15.74790175,0.7,5.190480854,21.68,9.524589563,0,0,0,0
Albania.Albania.41,Albania,2010,3.552267388,3.710057793,10.63614046,2.531920616,3.214167,26.82183584,-4.088146685,0.590590078,-3.52,57.72,5.814275814,-56.37718731,-11.294,-5.814718162,-7.904027677,0.2,4.58988921,17.940001,9.927119576,0,0,0,0
Albania.Albania.42,Albania,2011,3.450347153,2.55016086,9.536443008,1.601454672,2.785833,35.66956255,-0.739197306,1.952507106,-3.516,59.413,5.320384428,-54.95116666,-13.208,8.380002282,-4.852765113,0,-1.219512195,22.950001,10.20770067,0,0,0,0
Albania.Albania.43,Albania,2012,2.03159594,1.419967541,7.85626211,2.224030854,1.8025,-1.662828606,-2.120604117,-0.400606797,-3.441,62.144,5.010942327,-58.31663526,-10.15,-7.566620776,-6.844868601,-0.6,-3.19906281,15.24,10.36975834,0,0,1,0
Albania.Albania.44,Albania,2013,1.937617549,1.0007546,7.757635146,1.67733153,2.350833,-4.101196774,-1.088256247,-1.06573927,-5.215,70.391,4.560242076,-57.88155696,-9.251,-0.270830437,0.166783358,2.6,9.895736362,14.32,10.49274047,0,1,1,0
Albania.Albania.45,Albania,2014,1.631777988,1.774368743,7.297665959,2.370457671,2.540833,-10.3921701,3.632759285,-0.441212105,-5.457,71.992,3.989332148,-57.90735459,-10.793,-4.260490687,-0.307882241,1.5,1.626429479,17.76,10.70105367,0,1,1,0
Albania.Albania.46,Albania,2015,1.910016978,2.226581414,6.900204817,2.861587025,2.135833,-47.11797688,-3.969281226,-2.094613411,-4.073,74.073,3.65450299,-65.09629236,-8.629,4.369126129,-6.603389992,-0.4,-2.6673335,22.48,10.9712237,0,1,1,0
Albania.Albania.47,Albania,2016,1.282798834,3.369988612,6.689349894,1.485279193,1.841667,-18.03424419,-1.322499941,-0.739197207,-1.761,73.182,3.364215244,-65.10335437,-7.575,6.114899692,13.21804925,-1.9,1.019097371,14.07,11.35909916,0,1,0,0
Algeria.Algeria.72,Algeria,1992,31.66966191,1.800002301,14.21616358,3.555396148,7.01,-6.234760764,-11.38945375,-39.03434885,0.751,62.926,3.416711693,-73.09498158,2.621,29.94506108,-18.92719929,1.105,1.239303629,12.96,9.815463823,0,1,1,0
Algeria.Algeria.73,Algeria,1993,20.54032612,-2.100000759,13.86757602,2.745856719,5.873333,-14.71207294,-6.609864281,-0.637064625,-5.916,74.028,3.065056465,-72.20438225,1.589,10.95841315,-7.72388439,1.784,-5.829204314,11.28,9.400054424,0,1,1,0
Algeria.Algeria.74,Algeria,1994,29.04765612,-0.899996549,13.05215872,4.037643425,7.08,-9.128279658,-21.64132739,-0.128648124,-1.865,98.376,2.808611857,-77.13536001,-4.334,34.51889882,-20.26860417,1.21,-3.218817703,14.09,9.126271624,0,1,1,0
Algeria.Algeria.75,Algeria,1995,29.77962649,3.79999479,10.94922737,2.718975789,6.58,4.617729855,-22.84020798,-1.289717861,0.587,116.195,1.697147037,-78.61641431,-5.318,36.92163049,-3.725316452,3.743,5.321394308,13.39,9.295420114,0,1,1,0
Algeria.Algeria.76,Algeria,1996,18.67907586,4.09999847,9.928372463,3.795881229,6.438334,17.97661048,-22.87575295,0.165515674,3.912,98.148,3.035212129,-77.4242177,2.658,10.24137812,22.01053362,-0.119,1.038440517,21.540001,9.509687657,0,1,1,0
Algeria.Algeria.77,Algeria,1997,5.733522754,1.099999938,9.230769231,4.487026493,6.3525,-9.696625193,-8.822214984,-1.457485852,2.93,69.855,4.205854985,-77.46734168,7.161,-0.203321483,3.037037054,-0.025,-4.760187523,24.34,9.461355117,0,1,0,0
Algeria.Algeria.78,Algeria,1998,4.950161638,5.100003611,7.837613919,4.449910963,5.264167,-34.42148155,10.35862417,0.656405624,-3.576,72.863,3.081124851,-78.78580017,-1.888,14.21407174,-26.1100636,0.06,3.060709327,25.379999,9.796739936,0,0,0,0
Algeria.Algeria.79,Algeria,1999,2.645511134,3.200001551,7.667486171,4.685199608,5.636667,38.26861305,-15.37537421,0.824263355,-1.895,82.019,3.595508358,-79.49946582,0.041,8.36973563,21.40836111,1.272,0.440879309,24.360001,9.968967712,0,0,0,0
Algeria.Algeria.80,Algeria,2000,0.339163189,3.819678496,8.491508492,4.092176449,6.029167,53.41485013,-34.30874511,0.57757447,9.701,62.813,4.720360435,-78.31511404,16.699,7.955208113,51.60055623,0.203,7.327927818,27.93,10.21100186,0,0,0,0
Algeria.Algeria.81,Algeria,2001,4.225988349,3.008395466,8.33991055,0.975981834,5.0175,-16.59167139,5.657451547,2.048604019,3.74,54.267,3.788674517,-79.43275825,12.896,13.23363774,-10.14344336,-2.19,-2.959386538,23.780001,10.38218684,0,0,0,0
Algeria.Algeria.82,Algeria,2002,1.418301923,5.60932319,9.130645945,1.786127687,4.610833,0.776871746,-0.677619538,4.185527348,1.164,51.251,3.104329672,-80.11217102,7.68,15.10641617,-4.393252335,-1.642,1.170686022,28.74,10.82648765,0,0,0,0
Algeria.Algeria.83,Algeria,2003,4.268953958,7.201872244,10.03560303,2.806775956,4.015,12.64833022,-15.03726064,-0.977466505,4.876,42.148,2.02144823,-78.25181803,12.979,13.84450034,10.9147471,-1.948,1.758852118,17.959999,11.45989356,0,0,0,0
Algeria.Algeria.84,Algeria,2004,3.961800303,4.301624264,10.11122346,3.78574285,4.274167,29.28029934,-15.14457557,-0.224545665,5.259,35.193,-0.295513312,-74.48399369,13.028,16.7360141,8.47903248,-6.06,-5.566295201,13.39,11.79718485,0,0,0,0
Algeria.Algeria.85,Algeria,2005,1.382446567,5.907791268,11.39577594,3.345216063,4.29,37.81374126,-24.59472633,0.931370405,13.631,26.288,-0.878727937,-71.76850135,20.526,14.53973111,25.32227199,-2.391,0.656270697,12.25,12.32248426,0,0,0,0
Algeria.Algeria.86,Algeria,2006,2.314524087,1.684488319,12.71947902,2.666625826,4.791667,15.75027412,-15.05897561,0.187948355,13.961,23.638,-0.833403841,-69.45487482,24.738,16.42296952,1.723314779,-2.753,-3.828209116,12.16,12.34848121,0,0,0,0
Algeria.Algeria.87,Algeria,2007,3.673827269,3.372875154,14.23138804,1.77857024,4.629167,8.044198843,-6.088263846,0.873005072,6.598,13.5,-0.985185185,-66.80155399,22.671,25.01533662,-4.286743455,1.281,3.128498569,22.58,12.5706547,0,0,0,0
Algeria.Algeria.88,Algeria,2008,4.862990528,2.360134861,9.654289373,-0.291621459,3.666667,29.38395926,-17.4316747,-0.194303253,9.616,8.062,-2.679235922,-59.70289303,20.146,31.12023197,13.45461968,-2.46,-2.358120741,39.580002,12.66040324,0,0,0,0
Algeria.Algeria.89,Algeria,2009,5.734333414,1.632243838,9.399813171,-2.775529574,3.256667,-36.3623035,40.11885623,3.470005292,-5.807,9.77,-4.974411464,-68.42420412,0.3,18.06115014,-26.5820175,-1.166,-1.537986411,21.68,12.6475403,0,0,0,0
Algeria.Algeria.90,Algeria,2010,3.913043478,3.634145353,10.63614046,2.531920616,3.214167,26.82183584,-21.28224088,-1.057564256,-0.038,10.493,-4.469646431,-64.62908895,7.541,14.15491664,7.133940317,-0.206,0.846872844,17.940001,12.8706027,0,0,0,0
Algeria.Algeria.91,Algeria,2011,4.521764663,2.891865995,9.536443008,1.601454672,2.785833,35.66956255,-23.17606262,-1.492318603,-0.104,9.257,-13.29804472,-58.18085389,9.889,6.191433152,5.443802929,0.01,0.877083852,22.950001,12.99034502,0,0,0,0
Algeria.Algeria.92,Algeria,2012,8.894585294,3.374768651,7.85626211,2.224030854,1.8025,-1.662828606,-4.060607695,0.310162586,-4.435,9.332,-9.333476211,-58.48894212,5.88,8.053690009,-2.084473597,1.029,2.398717395,15.24,13.16196167,0,0,0,0
Algeria.Algeria.93,Algeria,2013,3.253684177,2.767638867,7.757635146,1.67733153,2.350833,-4.101196774,7.874797886,2.475855533,-0.4,7.601,-0.657808183,-60.1289682,0.398,13.99088133,-12.15315038,-1.171,-2.468987113,14.32,13.25361548,0,0,0,0
Algeria.Algeria.94,Algeria,2014,2.916406413,3.789121212,7.297665959,2.370457671,2.540833,-10.3921701,5.223906536,1.875095059,-7.3,7.673,-1.66818715,-61.53713301,-4.413,13.28082589,-9.030246984,0.771,8.489750556,17.76,13.48333786,0,0,0,0
Algeria.Algeria.95,Algeria,2015,4.784976963,3.763466958,6.900204817,2.861587025,2.135833,-47.11797688,20.79364798,3.222866322,-15.277,8.753,-6.580600937,-71.53382463,-16.452,9.228365207,-33.17553696,0.614,3.078936885,22.48,13.72472385,0,0,0,0
Algeria.Algeria.96,Algeria,2016,6.398,3.3,6.689349894,1.485279193,1.841667,-18.03424419,3.319618855,1.417584186,-13.451,20.579,-0.267262744,-73.90972232,-16.544,6.045846149,-11.17425527,-0.716,1.358215548,14.07,13.92118002,0,0,0,0
Argentina.Argentina.122,Argentina,1993,10.6114941,5.906919492,13.86757602,2.745856719,5.873333,-14.71207294,-13.41308008,2.839269479,-0.025,27.739,4.765853131,-22.41821587,-3.137,19.06117047,11.69411724,4.494,7.916037125,11.28,13.86194618,0,1,1,0
Argentina.Argentina.123,Argentina,1994,4.177347244,5.836200704,13.05215872,4.037643425,7.08,-9.128279658,-2.615873781,1.995973072,-1.289,29.31,4.916410781,-21.82247395,-3.934,13.89264911,7.256600031,1.742,5.680284014,14.09,14.4811082,0,1,0,0
Argentina.Argentina.124,Argentina,1995,3.37611685,-2.845209611,10.94922737,2.718975789,6.58,4.617729855,-4.211891012,-0.319970438,-2.137,31.673,5.421021059,-20.98024506,-1.822,-9.829390765,8.692250633,5.556,3.780458954,13.39,13.89352266,0,0,0,0
Argentina.Argentina.125,Argentina,1996,0.155695901,5.526689827,9.928372463,3.795881229,6.438334,17.97661048,1.416321175,0.226394264,-2.898,33.561,5.667292393,-22.47383492,-2.425,6.320047963,8.562306795,-0.144,1.376857846,21.540001,14.48550768,0,0,1,0
Argentina.Argentina.126,Argentina,1997,0.527258257,8.111046771,9.230769231,4.487026493,6.3525,-9.696625193,1.494010732,1.746456938,-1.89,32.662,6.59788133,-24.16208104,-3.87,15.27468731,5.346203425,-1.952,2.828746177,24.34,15.47937913,0,1,1,0
Argentina.Argentina.127,Argentina,1998,0.920336467,3.850178852,7.837613919,4.449910963,5.264167,-34.42148155,0.738506973,2.21984001,-1.882,35.2,6.877840909,-26.26313157,-4.515,5.055771256,1.805797759,-2.019,-0.721626941,25.379999,15.89455805,0,1,1,0
Argentina.Argentina.128,Argentina,1999,-1.16689547,-3.385457041,7.667486171,4.685199608,5.636667,38.26861305,1.728494959,0.740044977,-3.813,40.097,7.826021897,-28.66433217,-3.931,-14.29895839,-13.67471394,1.272,-3.198237885,24.360001,15.1861302,0,1,1,0
Argentina.Argentina.129,Argentina,2000,-0.935939412,-0.788998939,8.491508492,4.092176449,6.029167,53.41485013,-0.062722375,-0.99861013,-3.326,42.06,8.884926296,-29.46473237,-2.964,-9.894515284,0.919644626,1.073,-1.324292345,27.93,14.89987005,0,1,1,0
Argentina.Argentina.130,Argentina,2001,-1.066635508,-4.408839683,8.33991055,0.975981834,5.0175,-16.59167139,0.658518729,-3.061158967,-5.424,49.436,8.566631604,-31.76588294,-1.355,-17.21253144,2.75294673,2.075,-3.117649772,23.780001,14.08557518,0,1,1,0
Argentina.Argentina.131,Argentina,2002,25.86849787,-10.89448483,9.130645945,1.786127687,4.610833,0.776871746,-33.81929834,-5.501716248,-2.123,152.248,1.45749041,-71.50091896,7.929,-1.870127825,-15.05111642,3.241,-9.130289903,28.74,12.41260599,0,1,1,0
Argentina.Argentina.132,Argentina,2003,13.44284929,8.837040796,10.03560303,2.806775956,4.015,12.64833022,-7.391265497,-4.569152487,1.173,128.693,1.383913655,-67.31743544,5.771,52.20333543,2.714322154,-5.2,1.142018964,17.959999,13.36140004,0,1,1,0
Argentina.Argentina.133,Argentina,2004,4.415717923,9.029573301,10.11122346,3.78574285,4.274167,29.28029934,-12.62930082,-1.080187721,3.549,117.266,1.068510907,-65.51843062,1.798,35.49812771,-2.210522498,-3.625,4.309317864,13.39,14.41015052,0,1,1,0
Argentina.Argentina.134,Argentina,2005,9.639399546,8.85165992,11.39577594,3.345216063,4.29,37.81374126,-11.16734245,0.930472404,3.188,79.197,2.286702779,-62.90884858,2.473,31.10414914,3.437310115,-2.05,5.45707334,12.25,15.51867851,0,1,1,0
Argentina.Argentina.135,Argentina,2006,10.90112453,8.0471515,12.71947902,2.666625826,4.791667,15.75027412,-11.76495958,1.245035918,1.344,69.803,2.343738808,-61.10418708,2.791,29.82454966,0.558092878,-1.4,4.487239853,12.16,16.59226489,0,1,1,0
Argentina.Argentina.136,Argentina,2007,8.831412989,9.007650875,14.23138804,1.77857024,4.629167,8.044198843,-14.01415635,1.181432428,-0.099,60.979,2.940356516,-57.00416731,2.101,33.39202941,4.718150033,-1.7,6.935244018,22.58,17.90070634,0,1,1,0
Argentina.Argentina.137,Argentina,2008,8.584013752,4.057233103,9.654289373,-0.291621459,3.666667,29.38395926,-18.10670402,-0.779071451,0.334,52.56,2.876712329,-48.88944362,1.491,24.8459753,7.551464625,-0.6,3.185840708,39.580002,18.43686247,0,1,1,0
Argentina.Argentina.138,Argentina,2009,6.282774315,-5.918525076,9.399813171,-2.775529574,3.256667,-36.3623035,-13.46061489,0.099625495,-2.577,53.828,2.493126254,-50.37878735,2.167,-11.0273932,1.334881748,0.8,-6.914155027,21.68,17.16837894,0,1,1,0
Argentina.Argentina.139,Argentina,2010,10.78011543,10.12539816,10.63614046,2.531920616,3.214167,26.82183584,-15.64802924,0.261903071,-1.443,42.001,2.035665817,-43.56177053,-0.382,42.21434279,3.316619025,-0.925,9.963585311,17.940001,18.71206308,0,1,1,0
Argentina.Argentina.140,Argentina,2011,9.465686275,6.003951693,9.536443008,1.601454672,2.785833,35.66956255,-19.17888442,1.307007968,-2.745,37.549,3.086633466,-35.16035282,-1.012,35.91214645,2.718436664,-0.6,2.361953399,22.950001,19.62935185,0,1,1,0
Argentina.Argentina.141,Argentina,2012,10.03025902,-1.026420454,7.85626211,2.224030854,1.8025,-1.662828606,-17.37420097,1.202011819,-3.042,38.949,3.394182136,-29.44575024,-0.369,11.29818386,-10.72195703,0.05,-1.687714375,15.24,19.2248744,0,1,1,0
Argentina.Argentina.142,Argentina,2013,10.61943301,2.405323781,7.757635146,1.67733153,2.350833,-4.101196774,-17.97384712,0.537645102,-3.253,41.689,1.472810574,-28.48969027,-2.146,30.38796044,-11.47924074,-0.125,0.888078341,14.32,19.4821903,0,1,1,0
Argentina.Argentina.143,Argentina,2014,40.28297163,-2.512615321,7.297665959,2.370457671,2.540833,-10.3921701,-29.37281548,-1.933771509,-4.251,43.587,1.725285062,-33.37689009,-1.539,34.15626837,-7.816557535,0.175,-2.369630998,17.76,18.79754795,0,1,0,0
Argentina.Argentina.144,Argentina,2015,24.54535653,2.647271415,6.900204817,2.861587025,2.135833,-47.11797688,-19.61802309,0.965723951,-5.94,56.024,2.152648865,-28.20462686,-2.719,26.7253708,-4.722038837,0.6085,1.030429882,22.48,19.10129739,0,0,0,0
Argentina.Argentina.145,Argentina,2016,40.67530965,-2.245344134,6.689349894,1.485279193,1.841667,-18.03424419,-28.42176574,-0.730838982,-5.809,54.233,1.917651614,-37.6142379,-2.736,28.67607377,10.72705286,0.6085,-1.780876494,14.07,18.48943489,0,0,1,0
Belgium.Belgium.170,Belgium,1992,2.429913623,1.530654814,14.21616358,3.555396148,7.01,-6.234760764,-4.251595237,38.37004176,-8.338,133.923,7.810458248,-97.34677056,2.897,3.631043546,-3.307959676,0.65,0.26757725,12.96,31.44197729,1,0,0,0
Belgium.Belgium.171,Belgium,1993,2.753963029,-0.961873088,13.86757602,2.745856719,5.873333,-14.71207294,-4.436316008,-0.919518992,-7.629,138.141,7.492344778,-97.49396766,5.116,-0.642680427,-5.867883535,1.525,-0.068111524,11.28,31.01813959,1,0,0,0
Belgium.Belgium.172,Belgium,1994,2.377798575,3.226971467,13.05215872,4.037643425,7.08,-9.128279658,-2.574322525,-1.537502411,-5.22,136.308,6.496317164,-97.40857512,5.252,2.820103564,2.697857392,1.125,3.376611768,14.09,31.92055613,1,0,0,0
Belgium.Belgium.173,Belgium,1995,1.466813864,2.384757238,10.94922737,2.718975789,6.58,4.617729855,-1.563031941,-1.150905947,-4.446,130.544,6.364137762,-97.00135855,5.309,5.793477304,2.080787739,-0.05,1.164072633,13.39,32.61340784,1,0,0,0
Belgium.Belgium.174,Belgium,1996,2.058919327,1.593406303,9.928372463,3.795881229,6.438334,17.97661048,0.336357545,2.053733028,-3.932,127.973,6.191149696,-97.1836002,4.916,1.882679745,-5.670882955,-0.15,1.672062139,21.540001,33.06839538,1,0,0,0
Belgium.Belgium.175,Belgium,1997,1.627459314,3.710444954,9.230769231,4.487026493,6.3525,-9.696625193,-2.133771779,0.541102383,-2.125,123.206,5.882830382,-97.58203545,5.425,7.846628835,-7.446560653,-0.325,2.702759505,24.34,34.21248829,1,0,0,0
Belgium.Belgium.176,Belgium,1998,0.954442586,1.975274366,7.837613919,4.449910963,5.264167,-34.42148155,-1.555769681,-2.02595303,-0.948,118.197,5.869861333,-97.60046112,5.079,3.702075929,2.611899105,0.1,1.578775042,25.379999,34.81386215,1,0,0,0
Belgium.Belgium.177,Belgium,1999,1.118421053,3.563311552,7.667486171,4.685199608,5.636667,38.26861305,-2.325503002,-2.02595303,-0.551,114.416,5.618969375,-8.12804,7.703,5.696155775,-2.914581426,-0.9,0.223616749,24.360001,35.97185042,1,0,0,0
Belgium.Belgium.178,Belgium,2000,2.54463963,3.633652015,8.491508492,4.092176449,6.029167,53.41485013,-1.541778519,-2.02595303,-0.072,108.769,5.712105471,-20.5704,3.937,6.816484636,-7.40674446,-1.575,0.313570991,27.93,37.18864369,1,0,0,0
Belgium.Belgium.179,Belgium,2001,2.474444836,0.811543607,8.33991055,0.975981834,5.0175,-16.59167139,-1.918490404,-2.02595303,0.172,107.591,5.551579593,-23.06796,3.317,2.588068368,1.891111583,-0.275,2.769233852,23.780001,37.36171844,1,0,0,0
Belgium.Belgium.180,Belgium,2002,1.641900569,1.780506301,9.130645945,1.786127687,4.610833,0.776871746,-3.270441317,-2.225562734,0.045,104.71,5.089294241,-18.6784,4.47,-4.60629234,2.679244524,0.95,1.572507921,28.74,37.85686471,1,0,0,0
Belgium.Belgium.181,Belgium,2003,1.592816533,0.774567233,10.03560303,2.806775956,4.015,12.64833022,-2.545676922,-1.497974324,-1.761,101.112,4.8708363,-2.7168,3.376,1.647989105,3.52442881,0.65,0.786079011,17.959999,37.99071331,1,0,0,0
Belgium.Belgium.182,Belgium,2004,2.091938708,3.634680672,10.11122346,3.78574285,4.274167,29.28029934,-3.497049479,-0.762049583,-0.158,96.523,4.608228091,6.10467,3.076,10.40514458,-1.729929505,0.2,1.196110735,13.39,39.20152716,1,0,0,0
Belgium.Belgium.183,Belgium,2005,2.784303489,2.094272708,11.39577594,3.345216063,4.29,37.81374126,-2.382890537,1.852023504,-2.758,94.627,4.251429296,5.00204,1.985,8.209092121,-4.062736919,0.1,-0.164685733,12.25,39.80297227,1,0,0,0
Belgium.Belgium.184,Belgium,2006,1.79094071,2.506140115,12.71947902,2.666625826,4.791667,15.75027412,-2.492277357,2.226082117,0.228,91.038,4.105977724,5.21928,1.839,5.761827278,-5.486866178,-0.2,1.843752357,12.16,40.53227304,1,0,0,0
Belgium.Belgium.185,Belgium,2007,1.822063641,3.448973792,14.23138804,1.77857024,4.629167,8.044198843,-2.64224319,2.697529287,0.075,87.021,4.116247802,14.16265,1.49,9.728754441,1.407226989,-0.775,0.607160046,22.58,41.62344174,1,0,0,0
Belgium.Belgium.186,Belgium,2008,4.489444205,0.783173038,9.654289373,-0.291621459,3.666667,29.38395926,0.24042545,-5.880124902,-1.098,92.527,3.778356588,22.51764,-0.999,5.982455658,-0.671348449,-0.55,-0.65225391,39.580002,41.61934008,1,0,0,0
Belgium.Belgium.187,Belgium,2009,-0.049480455,-2.253174635,9.399813171,-2.775529574,3.256667,-36.3623035,0.816611953,-4.056156608,-5.377,99.532,3.42703854,16.32632,-1.076,-7.192604652,0.832584546,0.975,-1.697363669,21.68,40.35557312,1,0,0,0
Belgium.Belgium.188,Belgium,2010,2.189218922,2.744213272,10.63614046,2.531920616,3.214167,26.82183584,-2.02765327,-1.793930245,-3.992,99.722,3.263071338,11.22623,1.764,1.117792138,-7.652566139,0.4,1.220821794,17.940001,41.08591894,1,0,0,0
Belgium.Belgium.189,Belgium,2011,3.531058241,1.798302659,9.536443008,1.601454672,2.785833,35.66956255,-2.410815276,-1.534341857,-4.123,102.596,3.119029982,16.7888,-1.073,7.46727692,-1.967082148,-1.2,1.58393359,22.950001,41.24872534,1,0,0,0
Belgium.Belgium.190,Belgium,2012,2.838723095,0.234796924,7.85626211,2.224030854,1.8025,-1.662828606,-1.558764355,-0.410687259,-4.227,104.325,3.086508507,8.05168,-0.053,2.409081246,-6.181871224,0.425,-0.179559529,15.24,41.04648119,1,0,0,0
Belgium.Belgium.191,Belgium,2013,1.11223458,0.200650444,7.757635146,1.67733153,2.350833,-4.101196774,-0.700174061,2.02480476,-3.119,105.601,2.760390527,11.16197,-0.318,-0.83048369,1.048523905,0.9,-0.360682819,14.32,40.92813661,1,0,0,0
Belgium.Belgium.192,Belgium,2014,0.34,1.351434237,7.297665959,2.370457671,2.540833,-10.3921701,-1.440642899,1.631538567,-3.056,106.666,2.722517016,9.9998,-0.674,6.17721583,1.082100432,0.125,1.054648282,17.76,41.38414733,1,0,0,0
Belgium.Belgium.193,Belgium,2015,0.558102452,1.404494878,6.900204817,2.861587025,2.135833,-47.11797688,-2.149286325,3.338795294,-2.513,105.985,2.543756192,-8.3553,0.442,3.110782283,-5.941856279,-0.075,1.06551699,22.48,41.72292186,1,0,0,0
Belgium.Belgium.194,Belgium,2016,1.977205154,1.466004876,6.689349894,1.485279193,1.841667,-18.03424419,-1.451787756,2.884317216,-2.622,105.98,2.409888658,-8.34868,-0.396,4.168045544,7.872640721,-0.625,0.28679395,14.07,42.05866117,1,0,0,0
Chile.Chile.219,Chile,1992,15.42580328,11.16670773,14.21616358,3.555396148,7.01,-6.234760764,-10.22953927,2.562840757,2.108,30.503,5.828934859,-52.46484069,-2.071,43.21782703,-0.192084968,-1.517,5.830639215,12.96,10.43798489,0,0,0,0
Chile.Chile.220,Chile,1993,12.72776141,6.588783827,13.86757602,2.745856719,5.873333,-14.71207294,-10.36328601,4.033541663,1.419,28.166,5.492437691,-53.45202774,-5.158,33.43705411,-1.205235343,-0.2,2.406345463,11.28,10.95611456,0,0,0,0
Chile.Chile.221,Chile,1994,11.44312436,5.030197977,13.05215872,4.037643425,7.08,-9.128279658,-14.04619872,-1.164992614,1.445,22.727,6.014872178,-49.95057634,-2.776,12.74649516,11.06012089,1.308,4.746702952,14.09,11.33678427,0,0,0,0
Chile.Chile.222,Chile,1995,8.232633546,8.933295869,10.94922737,2.718975789,6.58,4.617729855,-13.58599965,1.634941694,3.116,17.335,5.555235074,-41.95527253,-1.827,25.75378747,13.27701169,-0.433,7.659255558,13.39,12.17225856,0,0,0,0
Chile.Chile.223,Chile,1996,7.359114663,6.802916596,9.928372463,3.795881229,6.438334,17.97661048,-1.526688926,4.392488261,2.085,14.687,5.099748077,-43.40750323,-3.965,15.52855089,-5.502837319,-0.875,6.975125302,21.540001,12.8198977,0,0,0,0
Chile.Chile.224,Chile,1997,6.133866515,7.427889808,9.230769231,4.487026493,6.3525,-9.696625193,-2.242362316,3.019115104,2.058,12.901,5.092628478,-43.60629151,-4.35,13.67198917,4.542380064,-0.392,4.680924906,24.34,13.58750678,0,0,0,0
Chile.Chile.225,Chile,1998,5.110244133,4.324579497,7.837613919,4.449910963,5.264167,-34.42148155,1.85190502,2.44678359,0.392,12.176,4.188567674,-48.69402276,-4.868,1.004798446,-6.376628877,0.109,1.989225031,25.379999,13.99142305,0,0,0,0
